COMBUSTÍVEL,ANO,REGIÃO,ESTADO,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,TOTAL
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORTE,PARÁ,"339,209774191381","385,572979877984","374,604274804834","413,399895751231","464,262420965725","363,113668812348","365,710072315737","4286,75946728968","301,683112408514","218,312882381349","362,92837565023","402,044007180736","295,918002949609"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORTE,AMAPÁ,"45,9126702210122","30,3357230294333","24,1905180259055","50,1250036519959","21,9218763181603","46,4389222521237","41,1752860322649","40,1046527419169","405,210414420151","31,3590907545215","29,792612393809","27,75687930607","16,0971796929375"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORTE,TOCANTINS,"86,807048152442","101,941427661829","144,656917823009","173,805550044323","106,466254572768","108,903220894861","85,3231684223065","165,922475719417","155,177590344679","1560,88091650198","150,934960425702","141,014285915564","139,928016525084"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORDESTE,MARANHÃO,"45,8095975522448","26,692384829895","85,4868644956002","62,2094064197772","96,8416813609615","83,0384361405477","107,622020287584","76,0592617879466","64,9487554703726","110,019398501223","932,023599876575","72,7580511775933","100,53774185283"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORDESTE,PIAUÍ,"64,6220055065315","68,4542570391143","80,2773500439061","64,492340727961","76,7005385249353","57,2097680272613","79,0121967164269","51,2112896703543","69,612043131527","70,6392627003047","80,1721619230593","822,459736786919","60,0565227755376"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORDESTE,CEARÁ,"65,3464801567581","39,1970739256328","37,0592904527728","60,4161737071726","60,3293113029062","54,7888954102632","91,8109530109734","67,6073302014622","73,5472770637573","87,2709073173044","49,807105166669","75,1698699727135","762,350667688386"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORDESTE,RIO GRANDE DO NORTE,"363,027973451634","15,6910561983947","43,1973652404222","-2,89588230806392","58,8645229489371","-16,7487539796137","52,629244848089","50,6759855766301","40,5437260087954","33,7727683831747","26,9122015845822","30,6058469608653","29,779891989421"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORDESTE,PARAÍBA,"10,5000707999832","145,766296976452","18,129009234129","16,1807406934861","1,36495426408112","16,1698289354354","1,41561360262897","16,8934374082702","16,8348890352774","11,6332727934934","11,284854440885","13,8356521545052","11,5239736142772"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORDESTE,PERNAMBUCO,"63,7760468082147","55,2850023024025","768,221045579377","58,906219860865","58,5617013173327","44,6825944628027","41,994193910493","87,081158862916","56,6774889638046","71,4886831181598","69,0770197652254","85,0500178238532","75,6409183833076"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORDESTE,ALAGOAS,"13,1036554512293","17,9599793196625","13,756075018282","235,785341670033","11,2330172392621","26,2177223052777","6,23497177400084","20,7838330615767","11,5966184087808","33,0834387180233","22,8438912791722","34,925277469787","24,0468616249788"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORDESTE,SERGIPE,"18,0104364670307","4,2778714283109","17,345699981397","3,60895365731775","92,2974848273508","15,4364006346914","1,36540625183135","0,140562351130299","0,856845434417068","2,64664398824486","17,1055380769825","5,95463506365761","5,54849149233934"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO NORDESTE,BAHIA,"241,69763959521","200,815351960991","155,421788917376","226,365350070478","273,223081880302","2915,07161993535","316,419449327961","316,298516623074","319,443566295592","228,140152584009","230,473767239986","197,304631513977","209,468323926397"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO SUDESTE,MINAS GERAIS,"381,982521699334","265,064975837629","371,119202951508","280,708240654715","246,101821819215","283,523132578524","3513,40565560192","332,889397574537","257,300753417219","279,292946552363","233,828743386143","348,332751517802","233,261167612928"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO SUDESTE,ESPÍRITO SANTO,"18,5530153172043","19,9911659005836","23,8537657753916","27,1275392398895","21,452589726993","17,3641349531951","12,3677113787573","215,384893681318","7,51842943873403","9,95766661805539","4,0403113835208","28,6894992135809","24,469064735413"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO SUDESTE,RIO DE JANEIRO,"93,8744700029162","111,356836973485","104,994837970565","97,3201066356091","102,620747578444","103,33099903454","125,835835686204","141,933771318655","1293,58440495449","95,9266901588375","105,308342106797","113,73667339819","97,3450940902433"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO SUDESTE,SÃO PAULO,"1086,12601724314","887,428277614511","901,579478908312","1047,61233966488","980,470086208889","877,75439550455","753,225826974974","810,660248208278","761,856927272934","10756,769973238","824,574412133641","889,31205784268","936,169905661234"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO SUL,PARANÁ,"486,193346222682","518,416171298886","376,374554521409","388,11263339369","422,968855931407","328,062460805404","262,474765256435","398,075475951496","347,139601329017","421,633915226373","4983,37863077318","550,9819384286","482,944912407775"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO SUL,SANTA CATARINA,"89,7704443696778","79,2224031896303","87,7636954884655","78,5735559632143","84,3231398877092","66,5779379526105","60,8990548869276","87,0150434139272","93,7291079689567","71,1019505129848","131,658760768411","1025,16562849232","94,5305340898047"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO SUL,RIO GRANDE DO SUL,"1186,90261122041","768,064108466485","305,967809995465","233,443259053955","230,219776874353","208,920596951814","187,6344992554","252,290893594483","620,569445967039","587,011520685749","661,833291199479","1323,57356331709","6566,43137658173"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,"3524,64407644736","346,31360716923","374,206163123742","241,868842997059","525,326305108159","240,554076203818","-56,7692889369026","542,420739529209","161,338345789247","241,662698741616","278,443091492509","283,078833053109","346,200662176564"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO CENTRO-OESTE,MATO GROSSO,"646,269236115087","7047,12866222168","844,139284226346","890,769408341749","641,770678213567","655,88801149291","445,657078023214","397,836101448511","566,790605573302","442,583079691965","432,849101228772","564,97498989332","517,601087972937"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO CENTRO-OESTE,GOIÁS,"297,851063037727","403,299634712915","4544,96206649818","499,087804306238","475,947578770479","327,112691261158","380,106836337857","331,387242529578","393,991195087956","471,071833162415","285,088481182904","350,765055146624","329,252650962328"
GASOLINA DE AVIAÇÃO (m3),2008,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,"47,8297732433271","12,6379506447414","42,4635802490856","531,360622182301","29,348441763657","40,4271326381302","24,418333109412","66,4019995485098","60,5762844148801","69,094252986972","38,6651391791726","56,0994661549777","43,3982682494358"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORTE,RONDÔNIA,"75,3840484121614","58,6318147591645","75,5571409459837","83,361421759926","911,855224929045","63,5409383742754","58,7470271544498","109,848157558173","74,1936346920638","63,1591287974856","108,796470527109","74,1016591665708","66,5337827816817"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORTE,ACRE,"105,211660634328","75,0367867770521","60,3581079524251","100,409932286114","91,1233510027984","838,641319233074","30,0625981043441","0,034602958422055","90,2527438499466","60,2371333988539","90,284149796775","30,3040819896054","105,326170482409"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORTE,AMAZONAS,"153,368825267881","110,788424293628","115,294253218171","123,632333968637","168,712191261466","207,861592584585","1462,62329148736","98,2389329943833","69,4855576039174","97,5157960306435","73,0320711791523","101,58594483011","143,107368254786"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORTE,RORAIMA,"72,3168240347246","25,3623778587381","79,4673562856563","80,8690303432393","47,2843160254036","80,040039713064","52,4688447907573","728,4686109575","51,7382944523218","74,8824850720014","51,10158476692","43,559246403864","69,378211210809"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORTE,PARÁ,"268,628396947328","289,553955059079","364,116240778232","289,659801880367","317,802456891268","198,625617744247","259,845001019507","402,606244771088","3572,67313473276","329,265178846382","285,244566114498","318,258268745257","249,067405935512"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORTE,AMAPÁ,"36,5014909758874","29,1747985378131","59,8425378096288","62,0712363801756","34,8122247990447","51,6023414541931","63,5375206125288","30,8190097115695","82,1745502418848","579,302909955326","41,2085090313979","39,8633119921479","47,6953784090541"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORTE,TOCANTINS,"176,334090052046","60,8975594827141","113,283300296144","140,434704067151","155,447655107157","164,307202393679","154,099799726639","102,793122259803","197,124486025201","231,761456007852","1829,49487917713","178,298669546325","154,712834212418"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORDESTE,MARANHÃO,"122,097519177943","59,1666719433252","106,13883017316","54,6944378892083","66,9970385802432","50,392145850062","122,877918820959","35,9498870413715","76,1931006885492","62,5052246857748","95,7236673713331","965,634315881374","112,897873659446"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORDESTE,PIAUÍ,"55,5268947838769","85,9021086178712","79,6332434249472","34,4502639311636","73,3639773235496","52,5035669619296","61,2081334090524","64,2509910616606","58,5651981275495","53,1480371312686","66,6917327579822","74,8926516163331","760,136799147185"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORDESTE,CEARÁ,"884,465952513845","41,0475174027825","67,2326888906671","84,1858138454336","69,2398560361414","72,1590787835161","78,9131137368734","84,9008348558442","63,186287587944","79,6806256895488","77,9390646706827","64,4581711481114","101,5228998663"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORDESTE,RIO GRANDE DO NORTE,"31,0646191600187","302,779455807627","29,6824371385475","15,3216139122828","30,277673415183","29,8635029644349","14,1754662088636","31,0558162221434","15,6569215709784","29,5003275958078","15,0155362072355","30,030031113718","31,135510298413"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORDESTE,PARAÍBA,"15,4886370108527","16,8166730764347","165,150504131908","11,6286152805583","13,2348679111077","12,0368918032539","12,0574141876925","12,4376040165735","12,9999491444047","12,657999090549","12,9695560049183","17,1052382393738","15,7170583661891"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORDESTE,PERNAMBUCO,"74,3005502916235","91,5625189824092","57,1741686079858","833,69135570922","79,6199449070108","48,6239252063062","85,68605112327","57,4259935341252","57,7152641989218","63,0363533239831","80,215156999476","92,1625516148633","46,1688769192449"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORDESTE,ALAGOAS,"11,4490907098052","6,21850509857795","9,23997086018611","10,4147940836791","156,83569027771","16,6471708248428","2,039491682605","11,2585303295211","14,386522644317","13,191447260741","15,3496230821199","26,9329389875251","19,70760471379"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORDESTE,SERGIPE,"0,650151184306853","11,480949978945","4,65263521399296","12,0134688525034","2,21722531259805","70,5095070108415","4,36972146934233","16,0867154914933","0,117730619715998","0,729161823022774","1,06191520851287","15,5217669274505","1,60806492895749"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO NORDESTE,BAHIA,"193,347967854905","204,071108660054","139,526753903571","162,908146285456","213,587725147993","333,036449886126","3073,80893520315","370,829287090604","402,018347984363","316,345825785602","296,371277797091","264,388072298806","177,377972508576"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO SUDESTE,MINAS GERAIS,"311,724392252058","295,768802112406","245,772019413513","296,612360309287","307,970642849854","311,166177908108","333,631841188754","3576,49880343897","284,592860150961","298,254434285564","301,237010158062","302,611292179997","287,156970630408"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO SUDESTE,ESPÍRITO SANTO,"18,450802914259","11,1427904808017","13,8648194898491","32,9546871804498","33,5312176487443","15,342817492613","5,3987620835736","5,37186016581495","232,226863660834","30,4816851832137","25,5446704501402","22,7497057532759","17,3930448180987"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO SUDESTE,RIO DE JANEIRO,"127,765298773079","120,292857757679","108,189794923","105,246986908515","117,516180429201","121,465360459418","122,151010432281","125,894648050861","81,1612193654368","1431,03092113718","129,682203952967","144,950074028469","126,715286056272"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO SUDESTE,SÃO PAULO,"1007,34578344202","1005,85194871802","998,228751700229","895,353014911038","902,065289928576","1028,64479795819","1149,65434856736","1393,3918426731","1255,00736502145","1350,58443720744","12397,05995116","610,296350702707","800,636020329923"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO SUL,PARANÁ,"467,883608943409","529,271425755068","468,336722386047","400,542399606657","353,297386103049","317,940468543377","329,847133119184","335,278269524121","365,429244844213","413,184277414668","494,553135496312","4777,83398115613","302,26990942002"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO SUL,SANTA CATARINA,"116,825656631821","115,242268667061","106,535436699093","124,082011777374","58,2623797725677","77,6168399759697","85,2442571243158","88,9991079895826","79,4518731635569","86,3278057665537","71,0027435795704","136,294931346539","1145,885312494"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO SUL,RIO GRANDE DO SUL,"6905,97771386132","1396,163193607","912,713335696327","620,808411981735","261,523801184874","194,621400198217","147,539995066716","130,982340354765","233,867332716092","430,958018120159","652,100201245669","683,388077175172","1241,31160651459"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,"385,243355675593","3087,95531861441","324,665678577393","341,708886695043","297,8124644096","260,297555410105","208,118325595012","195,597850924535","177,606418833471","194,620524874267","176,678841270667","250,353572536598","275,251843812126"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO CENTRO-OESTE,MATO GROSSO,"557,06055966913","785,455612491253","6383,05338532157","669,518199892101","563,764686458474","501,114841533631","525,871060239886","417,601582982687","338,675613714006","465,477719162447","421,529952622986","508,908590123402","628,074966431562"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO CENTRO-OESTE,GOIÁS,"307,213977287274","381,684300157221","427,733065100724","4672,48282081902","585,975982184933","386,114960217465","475,018705169491","243,834453644445","478,684552255315","330,776493054351","379,99340993814","291,401414835799","384,05150697386"
GASOLINA DE AVIAÇÃO (m3),2009,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,"110,635740200058","118,312956258021","53,6054844209921","61,3743253078371","737,234042181486","28,6206957904476","28,8843902456312","53,5574773394652","38,152445708879","42,0697829818124","62,6866863646668","88,0941590156242","51,2398985480504"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORTE,RONDÔNIA,"77,1654381319052","76,4336877439795","137,83326368842","87,5646118959097","58,3398864560164","978,991404137155","121,987540449214","57,209754272066","82,548989645548","80,4996517620147","96,9864104659512","62,3528557171526","40,0693139089774"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORTE,ACRE,"30,5401500711904","137,348030725442","138,314895346306","111,327030870527","60,4718693731296","105,05047955928","995,412853996884","60,4184387134021","31,2498835204031","91,0802678565585","60,8772564303511","31,5206403312494","137,213911199045"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORTE,AMAZONAS,"152,128665590478","121,628160039736","205,676071113127","215,204739632975","168,787583287867","128,960765864969","179,772038327535","1828,00876983206","95,6639194039051","94,6943501468919","163,673419465504","119,482762082341","182,336294876733"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORTE,RORAIMA,"105,815462204991","71,7939466307443","70,443379498255","35,5469032405095","71,2066837185983","43,0301661074848","79,1452376032281","86,5038480356109","866,054766630647","73,0587615918771","72,8705635967154","76,060181704317","80,5796326983153"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORTE,PARÁ,"224,158077731754","275,238771792959","258,831270009051","263,864983613749","351,599273734691","463,731858175682","381,952754207019","421,383626653577","293,737046601159","3628,34092356208","172,958953177731","230,407086193257","290,477221671448"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORTE,AMAPÁ,"67,0847111344905","44,1246028767031","68,7207435527773","57,7686857117221","42,5908587170448","71,3929610050298","60,1529197078996","59,0955795780183","41,6026126031861","63,1078694428876","633,642626406177","28,2863673369669","29,7147147394508"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORTE,TOCANTINS,"202,979735354325","199,166036317659","167,261808801594","131,717197807125","150,624497123329","181,751035798576","185,516145473623","158,795754122118","121,675782792891","184,347519478251","194,545121088823","2090,16211813086","211,781483972543"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORDESTE,MARANHÃO,"114,50128791647","67,3588629755057","77,9055198338414","55,3353494368613","84,4299143564423","54,013160438007","94,2091069930831","148,959941033784","119,470207987681","74,5906383467022","76,7163609566389","130,15312353097","1097,64347380599"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORDESTE,PIAUÍ,"1004,87436193118","107,192968313787","113,431805321263","73,162493909346","70,1853989565109","85,228525495045","54,8292480659414","79,0086130819611","115,534377091523","100,218756638353","72,271564441373","68,8688564065767","64,9417542094975"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORDESTE,CEARÁ,"96,4712378389392","937,183996966714","44,6316318933106","82,7336803258179","68,5247196247771","83,3762592727812","69,8336259617978","52,8871354796801","104,500382120767","45,2451634234606","134,105894911263","67,0170542934415","87,8572118206785"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORDESTE,RIO GRANDE DO NORTE,"23,0654773741399","38,4532249230245","350,521594600214","15,935098461805","15,3608721248099","45,2089849913808","14,3564481866174","30,0197271102454","28,7341260094946","27,1583552873622","41,5990914852846","39,2198191797847","31,4103694662655"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORDESTE,PARAÍBA,"34,8652923510872","7,19044210560796","14,0479407511558","238,479050164865","15,8325081176635","17,1974756289103","16,912628158126","12,3634261153439","16,0087601164465","12,9394321071681","29,953648202697","27,6296861750495","33,5378103356094"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORDESTE,PERNAMBUCO,"84,1895713341735","105,316812300974","112,432616342628","123,315181610716","981,33216588324","59,5820937870395","57,1556894300062","83,7842190566873","77,398824044479","63,1493178243082","82,5232388540662","56,4588009461376","76,0258003520236"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORDESTE,ALAGOAS,"18,3652992000588","22,8262660688585","17,5589252039073","7,68201707186655","18,0794402652755","228,848854972056","18,792928719758","9,81714960114998","15,522546185432","18,1806998053374","43,5792183780741","22,1753027203918","16,2690617519461"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORDESTE,SERGIPE,"6,60497309429388","0,64928154259283","4,57561537455456","6,73811340303082","6,55260428027562","4,72124411337401","57,1245351497281","7,91591328626175","0,741764710918993","1,18969512731678","7,38215909885546","0,250593933939274","9,80257718431408"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO NORDESTE,BAHIA,"281,822510148159","226,32679830599","283,083056381624","391,062203782959","219,039726463859","282,764125888208","331,65101893098","3403,78723034612","379,565191019805","261,012525493459","323,069303552641","231,71550128298","192,675269095458"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO SUDESTE,MINAS GERAIS,"387,849021048273","341,48878964301","351,193253441351","393,099451782947","446,38510859431","301,328923132446","360,640822212769","381,902276876088","4259,20877398731","354,1842197603","297,916236199526","339,732259387309","303,488411908984"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO SUDESTE,ESPÍRITO SANTO,"16,2072853242182","15,0151303691631","10,7655429730011","15,6233791542377","10,4368079374911","15,7562009849858","11,4042541607765","30,8188708914534","5,54197821626688","169,634027348658","10,6051821732587","16,6361057245025","10,8232894393035"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO SUDESTE,RIO DE JANEIRO,"95,2481080079355","75,0350024469345","67,4512365264694","49,5923744534871","63,3419318035251","70,1616007907082","72,4026716760648","62,9861883017758","78,5801509372497","80,6871367172812","873,678231021809","91,87171796518","66,3201113951978"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO SUDESTE,SÃO PAULO,"1402,247094549","1405,31621805803","1158,5598996116","1188,92971057509","1271,95287119891","1235,64737497038","1301,42696446877","1231,21448028792","1246,95840198395","887,541708567141","1243,75920473419","14753,1617884606","1179,60785945565"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO SUL,PARANÁ,"506,714931927278","451,674341116636","618,266102909326","516,854350128407","463,678292116663","443,440964921178","363,130984612659","513,898362435582","521,572744966139","316,42596903706","575,704231643483","574,116587730476","5865,47786354489"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO SUL,SANTA CATARINA,"1280,53377502999","100,454848275816","129,918930701826","83,3582968621733","88,23309460023","84,5736583212782","112,966643618936","56,5178202461","89,5033299922076","125,493006763456","122,567597471974","171,417574963931","115,528973212068"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO SUL,RIO GRANDE DO SUL,"1180,53768511281","7306,82949865113","1557,47022653049","1059,58778663291","591,421083496275","190,915246303037","169,414947911261","196,179027001443","136,994084363775","317,246407154494","521,918047889231","547,099938906207","838,045017349194"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,"277,171849018079","338,722870431119","3054,12377051868","379,31217677668","332,124080179804","243,821443016636","201,797736988314","214,4161907804","219,755431626936","221,093796062202","180,176714760355","187,19412976955","258,537351108603"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO CENTRO-OESTE,MATO GROSSO,"481,907848769027","627,50128668658","762,146209213596","6514,34987873942","647,952787800052","429,408282524145","673,753928177499","524,025568170116","415,24987761461","471,482999094866","511,985202075065","492,537070032741","476,398818581124"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO CENTRO-OESTE,GOIÁS,"485,733848944803","381,049317173279","409,86084633978","542,524246425771","5376,97336861254","575,581590783783","374,351210248109","468,938064290953","396,279147564972","379,770428130634","453,67165525539","446,026554107518","463,186459347552"
GASOLINA DE AVIAÇÃO (m3),2010,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,"66,5173111874251","94,5092574816261","31,7565531520309","73,8926856714704","51,7373756450846","780,130297568974","45,9153723899756","62,6989072933946","49,0762681194821","74,3953983703461","73,8620333026161","81,4531372240981","74,3159977314245"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORTE,RONDÔNIA,"52,6695748809281","65,5846861561081","98,4523412698933","52,8156245507849","74,709052623097","85,3808697963718","956,492759658246","117,547489254215","34,3501478338647","80,8404455520915","48,7381708300059","96,5595114368177","148,844845474068"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORTE,ACRE,"60,3485473835548","125,987708371492","70,3508550608744","75,800615375818","125,956926612951","101,049858650338","45,4980250076466","965,807956642637","90,0920071069201","45,0540393273807","30,0726439686929","135,083549150754","60,5131806262133"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORTE,AMAZONAS,"132,93081141615","145,1471354088","158,722178303951","141,860120554648","177,083513020389","153,412943417265","131,900725625847","191,889596217712","1807,52306658112","104,235964864841","171,15923959086","171,369405763561","127,811432397098"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORTE,RORAIMA,"74,5496915871823","25,1840317782424","35,2200181720954","70,4357794296099","115,308647147677","113,408456137842","70,4186697676106","95,7195092632135","90,3369249633579","948,202998912081","92,3160503963678","37,6750166894828","127,6302035794"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORTE,PARÁ,"305,200791722751","294,551541780422","349,837809590199","368,498087823432","427,065446229497","407,793271043999","408,711564064246","386,924692346527","376,006092778068","370,975245449058","4318,13989104149","308,31037154956","314,264976663733"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORTE,AMAPÁ,"23,7283994164765","34,9832424359202","36,8981842673172","48,8594078057439","50,6930840744663","44,0927371818071","50,1271036840507","50,1255767273647","46,0332417324862","35,4111015910622","60,5345753031831","514,736222506035","33,2495682861566"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORTE,TOCANTINS,"186,238195987686","130,743471465158","111,312537382718","74,3964360205492","68,5394584901135","96,4203407483886","170,763273438619","128,246781044491","120,181888869451","95,0657296425709","147,358593109653","181,928038103554","1511,19474430295"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORDESTE,MARANHÃO,"1000,89411357186","92,4104563957549","133,056589259663","67,2181046297794","57,9521297928787","9,90157205132792","154,394917073352","40,824764839947","81,4431319980374","85,1773218036198","79,9120325124574","93,3148765181377","105,288216696909"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORDESTE,PIAUÍ,"37,0576906029951","718,461560317927","60,1308816445239","84,0355529770917","102,173334457552","60,4553432945607","53,8841423591203","56,8819518010841","56,6663614520702","44,2225285459695","24,7687733067806","78,1906768190309","59,994323057148"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORDESTE,CEARÁ,"111,135000556479","54,0939287413161","998,881161425168","72,5736249495036","56,376878178461","102,528394500495","59,5976617600252","84,5732618436756","79,1110584810817","110,91268912468","96,7427102387607","92,8536434229855","78,3823096277046"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORDESTE,RIO GRANDE DO NORTE,"-0,212207027348476","46,0202049335689","10,8026583889726","257,541694250644","25,4043990972215","28,9260292411119","13,6735806217913","23,8384207387742","23,2196294318488","23,7289825036615","15,6811947528014","13,4529506813414","33,0058508868991"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORDESTE,PARAÍBA,"15,093980678999","13,3329090824112","17,4517054591753","18,9767764533523","188,085652036181","25,731042881382","13,4239466355729","1,37640389887927","17,5910165409096","9,30524065505839","21,8841934183152","15,9084610162568","18,009975315869"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORDESTE,PERNAMBUCO,"69,8778527752304","141,852380341758","17,0258101505545","33,3341675165899","37,9410344635835","912,510640795204","96,9777056134025","63,3832749099717","74,0946163779175","88,510367299898","91,940749367982","57,8679455263098","139,704736452006"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORDESTE,ALAGOAS,"11,4277962920409","12,3662898233481","31,8738199323182","18,7611455010634","14,5522327725531","18,7100989912427","203,342912796544","13,420152751829","12,468423828108","12,9757010994375","12,9842082384784","16,7512617756153","27,0517817905098"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORDESTE,SERGIPE,"6,00244169994153","1,50394302099539","3,50406621473613","6,57595351955335","3,32452942320132","4,81280388953932","3,27201857982304","75,1759077368421","13,6092800837283","12,1951011971003","4,35216887618675","9,21379470038973","6,80980653164703"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO NORDESTE,BAHIA,"253,883984404441","210,062489622971","192,004946410993","258,239286957056","140,884815826528","200,948887410254","278,684070828396","390,210448612579","3132,63943002193","355,817615804265","263,992786012895","324,039404078776","263,870694052776"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO SUDESTE,MINAS GERAIS,"428,380493149223","351,297935348579","373,365053294388","412,488991882394","342,145177215108","331,881094475205","293,251714066112","302,124058172567","247,977625553125","4096,39088361804","360,597683360115","418,425225442183","234,455831659036"
GASOLINA DE AVIAÇÃO (m3),2011,REGIÃO SUDESTE,ESPÍRITO SANTO,"16,3023796763549","10,0142380911268","10,4502427722279","10,698250744248","15,1487089886091","20,3080748182886","25,6318315217195","15,0134503378836","10,0083262835058","10,3439333641459","164,10032521064","6,07567946006412","14,1052091524657"
